ENSEMBL_GENE_ID	Name	Species
ENSMUSG00000068394	centrosomal protein 152(Cep152)	Mus musculus
ENSMUSG00000022295	ATPase, H+ transporting, lysosomal V1 subunit C1(Atp6v1c1)	Mus musculus
ENSMUSG00000051736	family with sequence similarity 229, member B(Fam229b)	Mus musculus
ENSMUSG00000093536	small integral membrane protein 17(Smim17)	Mus musculus
ENSMUSG00000036835	presenilin enhancer gamma secretase subunit(Psenen)	Mus musculus
ENSMUSG00000036975	transmembrane protein 177(Tmem177)	Mus musculus
ENSMUSG00000027999	phospholipase A2, group XIIA(Pla2g12a)	Mus musculus
ENSMUSG00000028139	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1(Riiad1)	Mus musculus
ENSMUSG00000026577	basic leucine zipper nuclear factor 1(Blzf1)	Mus musculus
ENSMUSG00000000253	guanosine monophosphate reductase(Gmpr)	Mus musculus
ENSMUSG00000021039	SNW domain containing 1(Snw1)	Mus musculus
ENSMUSG00000041084	oligosaccharyltransferase complex subunit (non-catalytic)(Ostc)	Mus musculus
ENSMUSG00000030980	lysine rich nucleolar protein 1(Knop1)	Mus musculus
ENSMUSG00000026500	cytochrome c oxidase assembly protein 20(Cox20)	Mus musculus
ENSMUSG00000020910	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent(Adprm)	Mus musculus
ENSMUSG00000039795	zinc finger, AN1-type domain 1(Zfand1)	Mus musculus
ENSMUSG00000028322	exosome component 3(Exosc3)	Mus musculus
ENSMUSG00000030613	coiled-coil domain containing 90B(Ccdc90b)	Mus musculus
ENSMUSG00000049643	RIKEN cDNA 2310022A10 gene(2310022A10Rik)	Mus musculus
ENSMUSG00000005881	ERGIC and golgi 3(Ergic3)	Mus musculus
ENSMUSG00000031901	dihydrouridine synthase 2(Dus2)	Mus musculus
ENSMUSG00000000339	RNA 3'-terminal phosphate cyclase(Rtca)	Mus musculus
ENSMUSG00000027536	charged multivesicular body protein 4C(Chmp4c)	Mus musculus
ENSMUSG00000027367	START domain containing 7(Stard7)	Mus musculus
ENSMUSG00000091625	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm5)	Mus musculus
ENSMUSG00000021094	dehydrogenase/reductase (SDR family) member 7(Dhrs7)	Mus musculus
ENSMUSG00000020133	RIKEN cDNA 2310011J03 gene(2310011J03Rik)	Mus musculus
ENSMUSG00000037152	NADH:ubiquinone oxidoreductase subunit C1(Ndufc1)	Mus musculus
ENSMUSG00000023020	cytochrome c oxidase assembly protein 14(Cox14)	Mus musculus
ENSMUSG00000025825	iron-sulfur cluster assembly enzyme(Iscu)	Mus musculus
ENSMUSG00000039787	cerebral endothelial cell adhesion molecule(Cercam)	Mus musculus
ENSMUSG00000026275	protein phosphatase 1, regulatory subunit 7(Ppp1r7)	Mus musculus
ENSMUSG00000014504	signal recognition particle 19(Srp19)	Mus musculus
ENSMUSG00000026965	anaphase promoting complex subunit 2(Anapc2)	Mus musculus
ENSMUSG00000110949	nudix (nucleoside diphosphate linked moiety X)-type motif 8(Nudt8)	Mus musculus
ENSMUSG00000025193	cutC copper transporter(Cutc)	Mus musculus
ENSMUSG00000045589	ferric-chelate reductase 1 like(Frrs1l)	Mus musculus
ENSMUSG00000069833	AHNAK nucleoprotein (desmoyokin)(Ahnak)	Mus musculus
ENSMUSG00000028431	elongator complex protein 1(Elp1)	Mus musculus
ENSMUSG00000003421	nitric oxide synthase interacting protein(Nosip)	Mus musculus
ENSMUSG00000020386	secretion associated Ras related GTPase 1B(Sar1b)	Mus musculus
ENSMUSG00000079084	coiled-coil domain containing 82(Ccdc82)	Mus musculus
ENSMUSG00000040521	Ts translation elongation factor, mitochondrial(Tsfm)	Mus musculus
ENSMUSG00000036825	synovial sarcoma, X 2 interacting protein(Ssx2ip)	Mus musculus
ENSMUSG00000055041	COMM domain containing 5(Commd5)	Mus musculus
ENSMUSG00000028443	nudix (nucleoside diphosphate linked moiety X)-type motif 2(Nudt2)	Mus musculus
ENSMUSG00000002661	alkB homolog 7(Alkbh7)	Mus musculus
ENSMUSG00000019857	anti-silencing function 1A histone chaperone(Asf1a)	Mus musculus
ENSMUSG00000042814	malignant T cell amplified sequence 2(Mcts2)	Mus musculus
ENSMUSG00000028861	mitochondrial ribosomal protein S15(Mrps15)	Mus musculus
ENSMUSG00000024790	SAC3 domain containing 1(Sac3d1)	Mus musculus
ENSMUSG00000005846	ribosomal L1 domain containing 1(Rsl1d1)	Mus musculus
ENSMUSG00000028411	aprataxin(Aptx)	Mus musculus
ENSMUSG00000006095	tubulin folding cofactor B(Tbcb)	Mus musculus
ENSMUSG00000021519	mitochondrial transcription termination factor 3(Mterf3)	Mus musculus
ENSMUSG00000021737	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6(Psmd6)	Mus musculus
ENSMUSG00000042659	arrestin domain containing 4(Arrdc4)	Mus musculus
ENSMUSG00000020022	NADH:ubiquinone oxidoreductase subunit A12(Ndufa12)	Mus musculus
ENSMUSG00000045071	RIKEN cDNA E130308A19 gene(E130308A19Rik)	Mus musculus
ENSMUSG00000041881	NADH:ubiquinone oxidoreductase subunit A7(Ndufa7)	Mus musculus
ENSMUSG00000024902	mitochondrial ribosomal protein L11(Mrpl11)	Mus musculus
ENSMUSG00000028382	polypyrimidine tract binding protein 3(Ptbp3)	Mus musculus
ENSMUSG00000036873	RIKEN cDNA 2410004B18 gene(2410004B18Rik)	Mus musculus
ENSMUSG00000004667	polymerase (RNA) II (DNA directed) polypeptide E(Polr2e)	Mus musculus
ENSMUSG00000031458	coordinator of PRMT5, differentiation stimulator(Coprs)	Mus musculus
ENSMUSG00000042462	dCTP pyrophosphatase 1(Dctpp1)	Mus musculus
ENSMUSG00000038370	Purkinje cell protein 4-like 1(Pcp4l1)	Mus musculus
ENSMUSG00000055024	E1A binding protein p300(Ep300)	Mus musculus
ENSMUSG00000031924	cytochrome b5 type B(Cyb5b)	Mus musculus
ENSMUSG00000078773	RAD54 homolog B (S. cerevisiae)(Rad54b)	Mus musculus
ENSMUSG00000039670	oxidoreductase like domain containing 1(Oxld1)	Mus musculus
ENSMUSG00000042198	coiled-coil-helix-coiled-coil-helix domain containing 7(Chchd7)	Mus musculus
ENSMUSG00000033106	solute carrier family 7, member 6 opposite strand(Slc7a6os)	Mus musculus
ENSMUSG00000051786	tubulin, gamma complex associated protein 6(Tubgcp6)	Mus musculus
ENSMUSG00000042104	UDP-glucose glycoprotein glucosyltransferase 2(Uggt2)	Mus musculus
ENSMUSG00000019054	fission, mitochondrial 1(Fis1)	Mus musculus
ENSMUSG00000045917	transmembrane protein 268(Tmem268)	Mus musculus
ENSMUSG00000062376	BLOC-1 related complex subunit 7(Borcs7)	Mus musculus
ENSMUSG00000030188	mago homolog B, exon junction complex core component(Magohb)	Mus musculus
ENSMUSG00000066149	cell division cycle 26(Cdc26)	Mus musculus
ENSMUSG00000044469	tumor necrosis factor, alpha-induced protein 8-like 1(Tnfaip8l1)	Mus musculus
ENSMUSG00000022551	cytochrome c-1(Cyc1)	Mus musculus
ENSMUSG00000026688	microsomal glutathione S-transferase 3(Mgst3)	Mus musculus
ENSMUSG00000025785	exosome component 7(Exosc7)	Mus musculus
ENSMUSG00000014301	presequence translocase-asssociated motor 16(Pam16)	Mus musculus
ENSMUSG00000029066	mitochondrial ribosomal protein L20(Mrpl20)	Mus musculus
ENSMUSG00000036968	canopy FGF signaling regulator 4(Cnpy4)	Mus musculus
ENSMUSG00000028992	nicotinamide nucleotide adenylyltransferase 1(Nmnat1)	Mus musculus
ENSMUSG00000043162	Pigy upstream reading frame(Pyurf)	Mus musculus
ENSMUSG00000063235	protein tyrosine phosphatase, mitochondrial 1(Ptpmt1)	Mus musculus
ENSMUSG00000045503	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)(Sys1)	Mus musculus
ENSMUSG00000028899	TATA-box binding protein associated factor 12(Taf12)	Mus musculus
ENSMUSG00000034345	general transcription factor IIH, polypeptide 5(Gtf2h5)	Mus musculus
ENSMUSG00000068040	transmembrane 9 superfamily member 4(Tm9sf4)	Mus musculus
ENSMUSG00000015749	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E(Anp32e)	Mus musculus
ENSMUSG00000049517	ribosomal protein S23(Rps23)	Mus musculus
ENSMUSG00000039270	multiple EGF-like-domains 9(Megf9)	Mus musculus
ENSMUSG00000039001	ribosomal protein S21(Rps21)	Mus musculus
ENSMUSG00000012405	ribosomal protein L15(Rpl15)	Mus musculus
ENSMUSG00000049751	ribosomal protein L36A-like(Rpl36al)	Mus musculus
ENSMUSG00000021357	exocyst complex component 2(Exoc2)	Mus musculus
ENSMUSG00000058351	small integral membrane protein 4(Smim4)	Mus musculus
ENSMUSG00000062997	ribosomal protein L35(Rpl35)	Mus musculus
ENSMUSG00000057497	family with sequence similarity 136, member A(Fam136a)	Mus musculus
ENSMUSG00000038489	polymerase (RNA) II (DNA directed) polypeptide L(Polr2l)	Mus musculus
ENSMUSG00000030335	mitochondrial ribosomal protein L51(Mrpl51)	Mus musculus
ENSMUSG00000001383	zinc finger, matrin type 2(Zmat2)	Mus musculus
ENSMUSG00000026032	NADH:ubiquinone oxidoreductase subunit B3(Ndufb3)	Mus musculus
ENSMUSG00000021486	PRELI domain containing 1(Prelid1)	Mus musculus
ENSMUSG00000022748	cms small ribosomal subunit 1(Cmss1)	Mus musculus
ENSMUSG00000016344	pancreatic progenitor cell differentiation and proliferation factor(Ppdpf)	Mus musculus
ENSMUSG00000074247	DET1 and DDB1 associated 1(Dda1)	Mus musculus
ENSMUSG00000054414	solute carrier family 30 (zinc transporter), member 7(Slc30a7)	Mus musculus
ENSMUSG00000046613	von Willebrand factor A domain containing 5B2(Vwa5b2)	Mus musculus
ENSMUSG00000021156	zinc finger, MYND domain containing 11(Zmynd11)	Mus musculus
ENSMUSG00000029551	proteasome (prosome, macropain) assembly chaperone 3(Psmg3)	Mus musculus
ENSMUSG00000030842	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1(Lamtor1)	Mus musculus
ENSMUSG00000001017	chromatin target of PRMT1(Chtop)	Mus musculus
ENSMUSG00000055850	ring finger protein 181(Rnf181)	Mus musculus
ENSMUSG00000022414	TGF-beta activated kinase 1/MAP3K7 binding protein 1(Tab1)	Mus musculus
ENSMUSG00000038545	cullin 7(Cul7)	Mus musculus
ENSMUSG00000024654	asparaginase like 1(Asrgl1)	Mus musculus
ENSMUSG00000019782	RWD domain containing 1(Rwdd1)	Mus musculus
ENSMUSG00000052419	small integral membrane protein 30(Smim30)	Mus musculus
ENSMUSG00000031984	RIKEN cDNA 2810004N23 gene(2810004N23Rik)	Mus musculus
ENSMUSG00000056204	pyroglutamyl-peptidase I(Pgpep1)	Mus musculus
ENSMUSG00000003438	translocase of inner mitochondrial membrane 50(Timm50)	Mus musculus
ENSMUSG00000028619	transcription elongation factor A (SII) N-terminal and central domain containing 2(Tceanc2)	Mus musculus
ENSMUSG00000039059	histamine receptor H3(Hrh3)	Mus musculus
ENSMUSG00000014633	COX assembly mitochondrial protein 2(Cmc2)	Mus musculus
ENSMUSG00000019578	UBX domain protein 6(Ubxn6)	Mus musculus
ENSMUSG00000040121	RAB15 effector protein(Rep15)	Mus musculus
ENSMUSG00000029649	proteasome maturation protein(Pomp)	Mus musculus
ENSMUSG00000038007	alkaline ceramidase 2(Acer2)	Mus musculus
ENSMUSG00000015247	nipsnap homolog 3B(Nipsnap3b)	Mus musculus
ENSMUSG00000051518	ribosomal protein S19 binding protein 1(Rps19bp1)	Mus musculus
ENSMUSG00000038047	HAUS augmin-like complex, subunit 6(Haus6)	Mus musculus
ENSMUSG00000042670	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)(Immp1l)	Mus musculus
ENSMUSG00000026655	family with sequence similarity 107, member B(Fam107b)	Mus musculus
ENSMUSG00000056941	COMM domain containing 7(Commd7)	Mus musculus
ENSMUSG00000021681	angiogenic factor with G patch and FHA domains 1(Aggf1)	Mus musculus
ENSMUSG00000043822	ADAMTS-like 5(Adamtsl5)	Mus musculus
ENSMUSG00000027366	signal peptide peptidase like 2A(Sppl2a)	Mus musculus
ENSMUSG00000038368	focadhesin(Focad)	Mus musculus
ENSMUSG00000024914	Dr1 associated protein 1 (negative cofactor 2 alpha)(Drap1)	Mus musculus
ENSMUSG00000041921	methionyl aminopeptidase type 1D (mitochondrial)(Metap1d)	Mus musculus
ENSMUSG00000038860	GTPase activating RANGAP domain-like 3(Garnl3)	Mus musculus
ENSMUSG00000031851	nucleoside-triphosphatase, cancer-related(Ntpcr)	Mus musculus
ENSMUSG00000050619	zinc finger SCAN domains 29(Zscan29)	Mus musculus
ENSMUSG00000061666	glycerophosphodiester phosphodiesterase domain containing 1(Gdpd1)	Mus musculus
ENSMUSG00000028133	RWD domain containing 3(Rwdd3)	Mus musculus
ENSMUSG00000068101	centromere protein M(Cenpm)	Mus musculus
ENSMUSG00000042156	DAZ interacting protein 1(Dzip1)	Mus musculus
ENSMUSG00000063882	ubiquinol-cytochrome c reductase hinge protein(Uqcrh)	Mus musculus
ENSMUSG00000022978	MIS18 kinetochore protein A(Mis18a)	Mus musculus
ENSMUSG00000027166	DnaJ heat shock protein family (Hsp40) member C24(Dnajc24)	Mus musculus
ENSMUSG00000045624	ESF1 nucleolar pre-rRNA processing protein homolog(Esf1)	Mus musculus
ENSMUSG00000034321	exosome component 1(Exosc1)	Mus musculus
ENSMUSG00000074088	small nuclear ribonucleoprotein 40 (U5)(Snrnp40)	Mus musculus
ENSMUSG00000028959	Fas-activated serine/threonine kinase(Fastk)	Mus musculus
ENSMUSG00000027357	cardiolipin synthase 1(Crls1)	Mus musculus
ENSMUSG00000078923	ubiquitin-conjugating enzyme E2 variant 1(Ube2v1)	Mus musculus
ENSMUSG00000028719	cytidine monophosphate (UMP-CMP) kinase 1(Cmpk1)	Mus musculus
ENSMUSG00000034509	MAD2L1 binding protein(Mad2l1bp)	Mus musculus
ENSMUSG00000003808	phenylalanyl-tRNA synthetase, alpha subunit(Farsa)	Mus musculus
ENSMUSG00000029433	diablo, IAP-binding mitochondrial protein(Diablo)	Mus musculus
ENSMUSG00000028455	stomatin (Epb7.2)-like 2(Stoml2)	Mus musculus
ENSMUSG00000032567	asteroid homolog 1(Aste1)	Mus musculus
ENSMUSG00000020163	ubiquinol-cytochrome c reductase, complex III subunit XI(Uqcr11)	Mus musculus
ENSMUSG00000035235	tripartite motif-containing 13(Trim13)	Mus musculus
ENSMUSG00000037216	lipoyltransferase 1(Lipt1)	Mus musculus
ENSMUSG00000016503	general transcription factor III A(Gtf3a)	Mus musculus
ENSMUSG00000010362	RAD52 motif 1(Rdm1)	Mus musculus
ENSMUSG00000060121	gem nuclear organelle associated protein 2(Gemin2)	Mus musculus
ENSMUSG00000074582	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)(Arfgef2)	Mus musculus
ENSMUSG00000031446	cullin 4A(Cul4a)	Mus musculus
ENSMUSG00000027286	leucine rich repeat containing 57(Lrrc57)	Mus musculus
ENSMUSG00000058240	crystallin, zeta (quinone reductase)-like 1(Cryzl1)	Mus musculus
ENSMUSG00000018381	ABI family member 3(Abi3)	Mus musculus
ENSMUSG00000038150	ORM1-like 3 (S. cerevisiae)(Ormdl3)	Mus musculus
ENSMUSG00000026280	autophagy related 4B, cysteine peptidase(Atg4b)	Mus musculus
ENSMUSG00000028069	G patch domain containing 4(Gpatch4)	Mus musculus
ENSMUSG00000032724	ankyrin repeat and BTB (POZ) domain containing 2(Abtb2)	Mus musculus
ENSMUSG00000026857	N-terminal Xaa-Pro-Lys N-methyltransferase 1(Ntmt1)	Mus musculus
ENSMUSG00000002365	sorting nexin 9(Snx9)	Mus musculus
ENSMUSG00000001158	small nuclear ribonucleoprotein 27 (U4/U6.U5)(Snrnp27)	Mus musculus
ENSMUSG00000041712	ubiquitin protein ligase E3 component n-recognin 7 (putative)(Ubr7)	Mus musculus
ENSMUSG00000028248	PNN interacting serine/arginine-rich(Pnisr)	Mus musculus
ENSMUSG00000035227	signal peptidase complex subunit 2 homolog (S. cerevisiae)(Spcs2)	Mus musculus
ENSMUSG00000023707	2-oxoglutarate and iron-dependent oxygenase domain containing 2(Ogfod2)	Mus musculus
ENSMUSG00000004071	cell death inducing Trp53 target 1(Cdip1)	Mus musculus
ENSMUSG00000022200	golgi phosphoprotein 3(Golph3)	Mus musculus
ENSMUSG00000011254	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)(Thg1l)	Mus musculus
ENSMUSG00000038212	major facilitator superfamily domain containing 14B(Mfsd14b)	Mus musculus
ENSMUSG00000057147	diphthamine biosynthesis 6(Dph6)	Mus musculus
ENSMUSG00000027353	minichromosome maintenance 8 homologous recombination repair factor(Mcm8)	Mus musculus
ENSMUSG00000014980	tRNA splicing endonuclease subunit 15(Tsen15)	Mus musculus
ENSMUSG00000079657	RAB26, member RAS oncogene family(Rab26)	Mus musculus
ENSMUSG00000027854	suppressor of IKBKE 1(Sike1)	Mus musculus
ENSMUSG00000062252	lipoma HMGIC fusion partner-like 5(Lhfpl5)	Mus musculus
ENSMUSG00000047786	limb and CNS expressed 1(Lix1)	Mus musculus
ENSMUSG00000027649	catenin, beta like 1(Ctnnbl1)	Mus musculus
ENSMUSG00000021938	paraspeckle protein 1(Pspc1)	Mus musculus
ENSMUSG00000002546	golgi autoantigen, golgin subfamily a, 2(Golga2)	Mus musculus
ENSMUSG00000026005	ribulose-5-phosphate-3-epimerase(Rpe)	Mus musculus
ENSMUSG00000028560	ubiquitin specific peptidase 1(Usp1)	Mus musculus
ENSMUSG00000024269	tubulin polyglutamylase complex subunit 2(Tpgs2)	Mus musculus
ENSMUSG00000031487	BRF2, RNA polymerase III transcription initiation factor 50kDa subunit(Brf2)	Mus musculus
ENSMUSG00000055762	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)(Eef1d)	Mus musculus
ENSMUSG00000028093	acid phosphatase 6, lysophosphatidic(Acp6)	Mus musculus
ENSMUSG00000025645	coiled-coil domain containing 51(Ccdc51)	Mus musculus
ENSMUSG00000036323	signal recognition particle 72(Srp72)	Mus musculus
ENSMUSG00000073423	zinc finger protein 414(Zfp414)	Mus musculus
ENSMUSG00000032212	SAFB-like, transcription modulator(Sltm)	Mus musculus
ENSMUSG00000032557	ubiquitin-like modifier activating enzyme 5(Uba5)	Mus musculus
ENSMUSG00000073791	EF-hand calcium binding domain 7(Efcab7)	Mus musculus
ENSMUSG00000039693	Myb/SANT-like DNA-binding domain containing 3(Msantd3)	Mus musculus
ENSMUSG00000022856	transmembrane protein 41a(Tmem41a)	Mus musculus
ENSMUSG00000022849	Hspb associated protein 1(Hspbap1)	Mus musculus
ENSMUSG00000021548	cyclin H(Ccnh)	Mus musculus
ENSMUSG00000063434	sortilin-related VPS10 domain containing receptor 3(Sorcs3)	Mus musculus
ENSMUSG00000035212	leptin receptor overlapping transcript(Leprot)	Mus musculus
ENSMUSG00000021930	SPRY domain containing 7(Spryd7)	Mus musculus
ENSMUSG00000033184	transmembrane p24 trafficking protein 7(Tmed7)	Mus musculus
ENSMUSG00000027509	ribonucleic acid export 1(Rae1)	Mus musculus
ENSMUSG00000029171	phosphoglucomutase 2(Pgm2)	Mus musculus
ENSMUSG00000035399	oxidative stress responsive serine rich 1(Oser1)	Mus musculus
ENSMUSG00000040236	trafficking protein particle complex 5(Trappc5)	Mus musculus
ENSMUSG00000051579	transcription elongation factor A (SII)-like 8(Tceal8)	Mus musculus
ENSMUSG00000020130	TBC1 domain family, member 15(Tbc1d15)	Mus musculus
ENSMUSG00000019891	discoidin, CUB and LCCL domain containing 1(Dcbld1)	Mus musculus
ENSMUSG00000020948	kelch-like 28(Klhl28)	Mus musculus
ENSMUSG00000026867	GTPase activating protein and VPS9 domains 1(Gapvd1)	Mus musculus
ENSMUSG00000043140	transmembrane protein 186(Tmem186)	Mus musculus
ENSMUSG00000021388	asporin(Aspn)	Mus musculus
ENSMUSG00000038462	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1(Uqcrfs1)	Mus musculus
ENSMUSG00000051346	SPRY domain containing 4(Spryd4)	Mus musculus
ENSMUSG00000053119	charged multivesicular body protein 3(Chmp3)	Mus musculus
ENSMUSG00000052539	membrane associated guanylate kinase, WW and PDZ domain containing 3(Magi3)	Mus musculus
ENSMUSG00000024136	deoxyribonuclease 1-like 2(Dnase1l2)	Mus musculus
ENSMUSG00000033760	RNA binding motif protein 4B(Rbm4b)	Mus musculus
ENSMUSG00000070283	NADH:ubiquinone oxidoreductase complex assembly factor 3(Ndufaf3)	Mus musculus
ENSMUSG00000025337	SBDS ribosome maturation factor(Sbds)	Mus musculus
ENSMUSG00000020152	ARP2 actin-related protein 2(Actr2)	Mus musculus
ENSMUSG00000039756	deoxynucleotidyltransferase, terminal, interacting protein 2(Dnttip2)	Mus musculus
ENSMUSG00000045662	HEN1 methyltransferase homolog 1 (Arabidopsis)(Henmt1)	Mus musculus
ENSMUSG00000036934	RIKEN cDNA 4921524J17 gene(4921524J17Rik)	Mus musculus
ENSMUSG00000050677	coiled-coil domain containing 96(Ccdc96)	Mus musculus
ENSMUSG00000036273	leucine-rich repeat kinase 2(Lrrk2)	Mus musculus
ENSMUSG00000035476	TGF-beta activated kinase 1/MAP3K7 binding protein 3(Tab3)	Mus musculus
ENSMUSG00000029607	ankyrin repeat domain 61(Ankrd61)	Mus musculus
ENSMUSG00000045246	potassium voltage-gated channel, subfamily G, member 4(Kcng4)	Mus musculus
ENSMUSG00000055926	predicted gene 14137(Gm14137)	Mus musculus
ENSMUSG00000027602	microtubule-associated protein 1 light chain 3 alpha(Map1lc3a)	Mus musculus
ENSMUSG00000022337	ER membrane protein complex subunit 2(Emc2)	Mus musculus
ENSMUSG00000043572	prolyl-tRNA synthetase (mitochondrial)(putative)(Pars2)	Mus musculus
ENSMUSG00000034919	tetratricopeptide repeat domain 22(Ttc22)	Mus musculus
ENSMUSG00000028621	cytochrome b5 reductase-like(Cyb5rl)	Mus musculus
ENSMUSG00000028677	ring finger protein 220(Rnf220)	Mus musculus
